Hsa.3004	6234.622500	9112.372500	4972.166200	4653.237500	4527.003800	7666.675000	11605.972000	6357.921200	6951.353800	14368.276000	9443.877500	14641.931000	3799.088800	9128.118800	4201.507500	5466.930000	4554.576200	5100.536300	8347.983800	6904.801200	5012.020000	8753.238800	12977.712000	13324.729000	9767.027500	5821.617500	5934.888800	8865.458700	4214.900000	7434.821300	5382.393800	7144.406200	4913.798800	4469.090000	14876.407000	9330.678700	7126.598800	3230.328700	3825.705000	8589.416300	9164.253700	6246.448700	2510.325000	4028.710000	5271.517500	14173.054000	4985.218800	5627.251200	4865.220000	4412.476300	6995.410000	1914.677500	3656.783700	6194.245000	11447.631000	6302.776300	7121.173700	6870.322500	4177.283800	5777.173800	6730.625000	7472.010000
Hsa.13491	4005.300000	6824.486400	4173.918200	6251.556800	2912.306800	6409.738600	8278.918200	3736.845500	5565.777300	3651.990900	6671.777300	3377.393200	5665.779500	5502.715900	2425.627300	10152.273000	3139.311400	3343.320500	9852.297700	2260.777300	1383.488600	8978.134100	7565.615900	9505.034100	9785.775000	3748.247700	3744.988600	5447.186400	2213.356800	6471.211400	3848.443200	2071.402300	5215.047700	5167.056800	3201.904500	7017.229500	3779.068200	3694.450000	6970.361400	5468.240900	6719.529500	7823.534100	1960.654500	3156.159100	4740.768200	8411.861400	4735.793200	3619.531800	3237.777300	1752.395500	6658.109100	2119.111400	5082.856800	5202.000000	3529.127300	4127.497700	5346.647700	4751.761400	4984.097700	3387.893200	3472.125000	3653.934100
Hsa.13491	3093.675000	5982.846300	3668.533800	4947.122500	2124.988700	6489.863700	7316.103800	2665.591200	4480.785000	3302.927500	6260.616200	3048.432500	5157.067500	4590.133800	2228.817500	7760.917500	2958.402500	2925.670000	8178.965000	1987.001200	1269.648700	7777.841200	5735.200000	7740.987500	8605.043800	3439.953800	3528.833700	4887.057500	1611.518800	5029.617500	3372.488700	1619.276200	4288.616200	4773.680000	2327.626300	4723.782500	3705.553700	3400.740000	5369.968800	4263.407500	4883.448700	5955.835000	1566.315000	2870.255000	3318.513700	6042.840000	4075.122500	2606.500000	2341.086300	1280.323800	5316.396200	1595.408800	4101.917500	4079.633800	2920.841200	3635.695000	4254.117500	4102.345000	4585.898700	2413.652500	2559.462500	2728.216200
Hsa.37254	3183.085700	3147.042900	1567.555400	3763.546400	2609.050000	2451.117900	3602.351800	2493.875000	3667.646400	5738.485700	4905.708900	5401.226800	1359.791100	3234.401800	1503.605400	7258.250000	1658.307100	2914.194600	4467.501800	3439.410700	3168.712500	6202.496400	6911.680400	7982.810700	4941.239300	2502.966100	2721.703600	3782.594600	1764.232100	4749.328600	4444.566100	2576.158900	3213.430400	3330.364300	11248.680000	9491.533900	6594.514300	3463.585700	4705.650000	4064.935700	3718.158900	3975.564300	3072.816100	4417.591100	6792.348200	8766.046400	2845.248200	2544.451800	2372.680400	5200.344600	4047.514300	1186.030400	1365.700000	3951.198200	5445.862500	2604.741100	3399.708900	3182.003600	3165.155400	2843.262500	2624.689300	3494.480400
Hsa.541	1795.310700	4847.308300	1570.440500	2737.160700	2077.967900	4176.211900	8093.875000	1306.247600	4278.616700	5115.913100	3139.248800	4734.298800	1872.645200	3978.545200	3804.533300	1469.690500	3196.533300	1481.222600	3388.446400	2878.920200	1945.492900	4271.411900	3095.933300	2544.934500	3581.597600	1549.604800	1556.619000	3927.010700	4374.779800	1548.477400	2464.902400	3401.150000	3147.402400	3174.241700	5893.278600	5346.541700	2460.904800	2181.420200	1166.553600	1997.892900	2015.221400	2002.613100	1810.204800	1854.106000	2632.889300	3511.084500	2973.275000	5967.085700	3058.271400	2369.060700	1656.006000	2090.388100	1980.233300	2382.221400	2699.261900	1796.432100	4017.038100	3193.659500	3051.557100	1467.039300	1596.217900	2404.665500
Hsa.20836	3940.846400	11222.682000	3466.810700	2792.532100	2888.564300	4654.635700	6572.750000	4092.717900	7568.928600	4890.785700	10926.218000	5167.375000	2218.103600	7676.714300	3591.250000	5695.646400	2280.410700	3697.946400	5632.560700	5887.214300	2726.803600	8248.878600	8961.292900	10163.293000	7265.114300	4155.714300	3584.239300	6138.971400	4520.792900	7000.128600	1304.557100	2915.092900	4460.446400	3643.685700	5319.857100	1557.142900	3775.682100	2922.782100	1572.167900	5282.325000	5569.907100	2130.542900	1673.564300	2828.303600	5449.207100	4878.182100	4219.464300	7736.467900	1347.132100	2047.950000	6236.753600	1087.750000	4883.892900	1949.164300	6637.814300	2736.157100	7158.917900	7264.992900	3404.400000	1928.775000	4372.789300	5791.607100
Hsa.1977	2019.850000	6333.472500	2106.498700	2005.712500	2661.260000	2321.522500	4314.981300	3163.855000	6299.361300	5008.328800	7376.850000	4434.328800	1395.052500	4644.388800	4028.588700	4662.855000	2132.312500	2080.275000	3754.515000	3652.940000	3300.593800	5514.237500	6641.795000	9611.041200	6498.420000	3703.222500	3484.485000	4379.595000	3982.795000	3077.411200	1062.697500	3361.535000	2334.808700	3886.417500	9939.246200	1969.080000	2621.418800	2069.246300	1325.402500	2169.720000	3849.058800	1531.142500	1290.421200	1427.526200	4623.212500	3391.875000	3556.880000	4633.865000	1306.572500	2104.758800	4130.042500	1248.163800	2925.737500	1909.097500	4903.896300	3648.103700	5059.195000	3777.502500	2389.890000	2793.613700	3798.526200	2876.421200
Hsa.44472	1406.650000	4299.502500	1535.757500	2201.177500	1842.153800	3520.316200	5917.026300	1077.616200	5174.091300	5643.781300	3245.251200	4553.245000	1683.777500	2518.697500	2794.085000	2949.181200	3104.621200	1638.045000	4869.556200	2524.503800	1672.860000	3681.185000	2801.860000	2346.156200	3870.297500	1300.377500	1385.962500	5385.030000	3466.288800	3440.913800	2903.325000	2888.061300	3302.762500	3922.922500	4058.643800	2295.402500	2047.281200	2948.575000	1472.258700	2773.421200	2793.387500	1714.631200	2465.846200	3390.706200	3277.403800	2622.007500	3234.245000	1356.451300	3507.045000	2938.867500	3229.710000	1895.095000	2061.412500	3415.103800	3411.602500	2414.643800	2970.636300	2669.432500	3228.647500	1844.962500	1026.477500	2150.958800
Hsa.3087	2927.793800	4644.442500	1887.621200	2919.918800	995.790000	4477.451200	7675.280000	3865.808700	4038.185000	6013.951200	6518.736200	9515.121200	2430.015000	5460.936200	2683.025000	6223.860000	2958.987500	3763.137500	5019.053700	4209.112500	4185.622500	7043.591200	9363.433800	8642.836200	6936.536200	4139.286200	3634.383700	5130.407500	2197.633800	5188.921300	4866.808700	6749.665000	3855.771200	2968.096200	14144.835000	6880.346200	6411.267500	3303.371200	3296.951200	7526.386200	7017.733800	3869.785000	1675.543800	4373.043800	4488.060000	10012.810000	2824.783800	2982.882500	3917.266200	2628.593800	6939.092500	1179.935000	1482.971300	3965.970000	2534.903700	3182.255000	5341.007500	4191.890000	2292.208700	3297.401200	3512.333800	3767.002500
Hsa.1447	2177.320200	5888.546400	3519.600000	4304.520200	2460.333300	7184.071400	5028.734500	1923.371400	4831.826200	3837.767900	5336.095200	3925.472600	4679.452400	4251.529800	2892.448800	4948.233300	2121.397600	3530.069000	4843.678600	1390.667900	1025.334500	12307.913000	6413.163100	8198.135700	6769.042900	3012.642900	2386.010700	5096.721400	2560.497600	9008.611900	2734.144000	1652.302400	4319.028600	2832.223800	3282.620200	6162.892900	3857.119000	3109.413100	2786.582100	4607.676200	4802.252400	4989.407100	1312.808300	3080.451200	3343.810700	6326.225000	3187.025000	6400.227400	1528.614300	1688.885700	4771.561900	974.815480	3808.267900	2857.644000	4012.594000	3196.139300	4779.288100	4698.538100	4501.670200	3073.133300	3243.169000	2685.300000
Hsa.750	1985.226200	6527.650000	1398.467500	3431.566200	2475.540000	2831.091300	5096.508800	1210.816200	7351.673800	5468.156300	3932.206200	4445.775000	2369.640000	2962.722500	2983.801200	2939.047500	2446.040000	2530.781200	6404.315000	3783.525000	2801.897500	8021.137500	2683.170000	3186.302500	4984.223700	967.785000	1387.188700	4491.177500	7473.636200	2260.792500	2940.963800	6094.988700	5199.195000	2936.328700	6707.676200	7927.652500	1496.406300	2724.266200	2441.418800	2598.060000	1672.975000	1723.580000	2289.035000	5784.121200	3830.425000	4454.962500	3301.128800	5387.966300	1894.928800	2776.228700	2329.941200	1179.735000	2126.065000	2798.162500	1989.593800	1735.077500	2821.597500	1019.006200	3206.498800	2266.206200	995.047500	3280.846200
Hsa.45293	1329.442300	3105.425000	1291.817300	2122.359600	1496.040400	2849.592300	4224.230800	989.275000	3543.978800	4009.476900	2551.853800	3337.269200	1440.546200	1894.282700	2302.553800	2851.561500	2522.788500	1287.130800	3721.811500	2129.934600	1604.946200	2890.690400	2520.986500	2319.653800	3014.071200	962.561540	1172.815400	4066.330800	2683.655800	1934.126900	2707.534600	2678.038500	2579.711500	2590.709600	3870.909600	2022.673100	1604.261500	2557.784600	1487.671200	1522.646200	1792.176900	1298.725000	2162.286500	2222.207700	3046.946200	2341.642300	2130.005800	1088.859600	3095.501900	2877.688500	1875.171200	1632.909600	1412.592300	2678.869200	2413.092300	1866.573100	2583.586500	2190.107700	2421.476900	1747.126900	1272.513500	1655.305800
Hsa.2555	1347.263700	2482.566200	886.018750	2822.396300	2282.847500	1539.022500	2309.161200	2881.596200	6017.500000	3601.687500	7450.415000	4777.867500	1016.886300	2140.471200	1964.472500	4113.708800	1500.448800	1569.988800	3919.856300	2038.068700	3529.473800	3754.666200	4964.491200	5880.633800	3380.847500	2605.366200	2211.901200	2343.082500	2592.505000	2410.133800	1290.582500	1550.432500	1943.827500	2639.308700	7921.855000	1427.512500	1489.905000	3164.696200	1315.853800	1300.598800	3792.542500	1309.347500	2070.077500	2502.810000	8878.308800	4825.533800	2352.118700	1894.865000	2565.130000	4531.551200	5504.675000	2390.102500	2692.577500	2393.437500	5328.290000	6146.016200	4650.895000	1816.495000	1859.280000	2105.736300	3456.856200	2565.430000
Hsa.467	1270.168800	3450.610000	937.237500	3008.317500	3760.682500	3242.042500	7860.928800	2263.236200	5247.567500	6879.555000	4986.591200	5455.745000	1842.416300	2582.011300	2490.741200	1333.772500	2332.237500	1593.457500	3550.688800	2917.370000	2190.555000	3593.968800	2664.587500	2399.063700	3193.873700	1181.288800	1128.493800	3915.723800	2543.700000	1356.323800	2166.385000	1290.420000	2555.937500	2609.572500	3648.427500	3334.285000	1364.170000	2285.308800	855.455000	1181.630000	3630.382500	1789.670000	3466.791200	3616.246200	5729.321200	6074.590000	3216.153800	2464.192500	2445.211200	5161.138800	2411.462500	1421.717500	3547.257500	4583.193800	7127.011200	4707.586200	5976.108800	2953.297500	5320.093800	1895.812500	2715.220000	3764.363700
